id,text,first_name,last_name,title,time
41805,They want chaos.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41806,And chaos is what is coming our way.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41807,"I mean, look, if you think the last four years has been chaotic, divisive, toxic, exhausting, imagine spending the better part of 2020 with Bernie Sanders vs. Donald Trump.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41808,Think about what that will be like for this country.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41809,"And, meanwhile, folks at home, from South Carolina to South Bend, are trying to figure out what any of this means for us, because it's right that there is a progressive majority, an American majority that wants to see real change, wants to see wages go up, and go up faster than the cost of health and saving for retirement.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41810,"But, also, there's a majority of the American people who I think right now just want to be able to turn on the TV, see their president, and actually feel their blood pressure go down a little bit, instead of up through the roof.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41811,We have an opportunity to set a different tone.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41812,Mr. Steyer.,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41813,Mr. Steyer.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41814,Bernie Sanders' analysis is right.,Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41815,"The difference is, I don't like his solutions.",Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41816,I don't believe that a government takeover of large parts of the economy makes any sense for working people or for families.,Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41817,"I think that what we need to do is to present an alternative that includes a vibrant, competitive private sector.",Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41818,"But we all know, unchecked capitalism has failed.",Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41819,"The answer is not for the government to take over the private sector, though.",Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41820,The answer is for us to break the corporate stranglehold on our government and have the government work for the people again.,Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41821,Vice President Biden?,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41822,"We need to -- well, let me just finish, because we need to have an alternative to Donald Trump.",Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41823,"I'm talking about doubling the minimum wage, cutting taxes by 10 percent for everybody who makes less than $250,000 and creating over 4.5 million good-paying union jobs.",Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41824,Donald Trump thinks -- he's incompetent as a steward of the American economy.,Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41825,"We have to show that we can create a growing, prosperous economy that works for American working people.",Tom,Steyer,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41826,"Thank you, Mr. Steyer.",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41827,Gayle?,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41828,"Mr. Steyer, thank you.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41829,Your time is up.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41830,Vice President Biden?,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41831,"You know, when we talk about progressive, let's talk about being progressive.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41832,"Walking distance of here is Mother Emanuel Church, nine people shot dead by a white supremacist.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41833,Bernie voted five times against the Brady Bill and wanted a waiting period...,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41834,"No, let me finish.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41835,2010-2015 Josh,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41836,A waiting period of 12 hours.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41837,"I'm not saying he's responsible for the nine deaths, but that man would not have been able to get that weapon with the waiting period had been what I suggest until you are cleared.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41838,"In addition to that, being progressive, he thought Barack Obama -- he wanted a primary-- he said we should primary Barack Obama, someone should, and, in fact, the president was weak and our administration was in fact not up to it.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41839,"Look, folks, this is -- let's talk about progressive.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41840,"Progressive is getting things done, and that's what we got done.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41841,We got a lot done,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41842,"Senator Sanders -- Senator Sanders, your response.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41843,"You know, Pete mentioned -- I'm hearing my name mentioned a little bit tonight.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41844,I wonder why.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41845,"And maybe, you know, Pete mentions what the American people want.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41846,"I will tell you, Pete, what the American people want, and, Joe, what the American people want.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41847,They don't want candidates to be running to billionaires for huge amounts of funding.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41848,"All right, let's clear this up once and for all.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41849,Pete has gotten funding from over 50 billionaires.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41850,You've got people believing something that is false.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41851,This needs to be cleared up.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41852,"Joe, I think, has gotten a little bit more.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41853,"What the American people want, by the way, and a lot of the issues we'll be discussing tonight are issues I raised four years ago: raising the minimum wage to a living wage, 15 bucks an hour.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41854,Making public colleges and universities tuition-free.,Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41855,"And finally, doing what every other major country on Earth does, guaranteeing health care to all people as a human right through a Medicare for All, single-payer system.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41856,I can't allow -- I can't allow this to stand because it's just not true.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41857,Senator Sanders...,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41858,We're going to allow everyone an opportunity opportunity to respond.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41859,... has got people believing something that is untrue about my campaign.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41860,The idea that most of my campaign is funded by billionaires...,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41861,"I didn't say that, Pete.",Bernard,Sanders,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41862,"Fifty people, all right.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41863,"In Charleston alone, just in Charleston, over 2,000 people have contributed to my campaign.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41864,"That means the dollars that have come to my campaign, just from Charleston, is more than the dollars that have come from the 50 people that you mentioned.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41865,Grassroots contributions are the life blood of my campaign.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41866,"In fact, I shouldn't miss the opportunity, if you're watching right now and you support my campaign, go to peteforamerica.com, and chip in.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41867,"And if you are watching right now, and you're a billionaire, I will raise your taxes.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41868,"But if you'd like to defeat Donald Trump, please go to peteforamerica.com and donate legal maximum of $2,800, if you're a billionaire.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
42001,"Oh, come on.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41869,"All right, all right, Mayor Buttigieg.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41870,"Vice President Biden, I want to make -- I want to bring us to another topic.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41871,We're in South Carolina.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41872,It's the first primary with a significant black voting population.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41873,Your numbers appear to be slipping with black voters.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41874,And I'm wondering if you could respond about why that is happening to you at this particular time.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41875,"Well, first of all, the latest poll I saw, my numbers -- I'm still 15 points ahead, the latest poll.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41876,"Yes, yes, you're correct.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41877,You're correct.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41878,"But look, look...",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41879,But Senator Sanders is in striking distance of you.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41880,You are within the margin of error in this state.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41881,"Well, it depends which -- look, I've earned the vote, I've worked like the devil to earn the vote of the African-American community, not just here but across the country.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41882,"I've been coming here for years and years, creating jobs here, making sure that the port, for example, that employs one in 11 people, we put $500 million, in our administration, just into this county.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41883,We've created jobs for people.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41884,The people know me.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41885,My entire career has been wrapped up in dealing with civil rights and civil liberties.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41886,I don't expect anything.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41887,I plan to earn the vote.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41888,I'm here to ask.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41889,I'm here to earn it.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41890,"But, folks, I intend to win in South Carolina, and I will win the African-American vote here in South Carolina.",Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41891,"Mr. Biden, will you continue if you do not win South Carolina?",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41892,You have said that South Carolina will determine the outcome of this presidential race.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41893,"If you don't win South Carolina, will you continue in this race?",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41894,I will win South Carolina.,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41895,"All right, sir.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41896,"Mayor Bloomberg, I'd like to bring you into this conversation.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41897,I want to ask you about a question that impacts the black and brown community.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41898,You've apologized for stop and frisk repeatedly.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41899,What exactly are you apologizing for?,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41900,"We let it get out of control and when I realized that, I cut it back by 95 percent.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41901,And I've apologized and asked for forgiveness.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41902,I've met with black leaders to try to get an understanding of how I can better position myself and what I should have done and what I should do next time.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41903,"But let me tell you, I have been working very hard.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41904,We've improved the school system for black and brown students in New York City.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41905,We've increased the jobs that are available to them.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41906,We've increased the housing that's available to them.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41907,We have programs like the...,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41908,"But what more can you do about this issue, Mr. Mayor, to put people's fears and skepticism to rest?",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41909,It continues to follow you.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41910,"No -- well, that's because it's in their interest to promote that.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41911,"But if you talk to the people in New York City, I have over 100 black elected officials that have endorsed me.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41912,A lot of them are in the audience tonight.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41913,And I've earned the respect of people in New York City.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41914,"I was the mayor of the largest, most populous city in the United States for 12 years, and people will tell you it's a lot better city today.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41915,It is safer for everybody.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41916,The school system is better.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41917,The budget is under control.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41918,We've done the things that people need in New York City for all ethnicities.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41919,"Mayor Buttigieg, mayor to mayor, mayor to mayor, you've certainly had your issues with the black community as well.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41920,Do you think the New York City's implementation of stop and frisk was racist?,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41921,"Yes, in effect, it was.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41922,Because it was about profiling people based on their race.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41923,And the mayor even said that they disproportionately stopped white people too often and minorities too little.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41924,And I'm not here to score points.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41925,"I come at this with a great deal of humility, because we have had a lot of issues, especially when it comes to racial justice and policing in my own community.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41926,And I come to this with some humility because I'm conscious of the fact that there are seven white people on this stage talking about racial justice.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41927,"None of us -- none of us have the experience, the lived experience of, for example, walking down the street, or in a mall, and feeling feeling eyes on us, regarding us as dangerous, without knowing the first thing about us just because the color of our skin.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41928,"None of us had the experience that black women have had that drives that maternal mortality gap that we are all rightly horrified by, of going into a doctor, and being less likely to have your description of being in pain believed because of your race.",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41929,"Since we don't have the experience, the next best thing we can do...",Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41930,"Thank you, Mayor.",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41931,... is actually listen to those who do.,Pete,Buttigieg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41932,I know -- wait a second.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41933,"I know that if I were black, my success would have been a lot harder to achieve.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41934,And I know a lot of black people that if they were white it would have been a lot easier for them.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41935,"That's just a fact, and we've got to do something about it than rather just demagogue about it.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41936,"Senator Klobuchar, was the way that the mayor implemented stop and frisk racist?",Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41937,"Yes, and I think that what we need to do instead of just reviewing everything from the past is talk about where we're going to go forward.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41938,"Martin Luther King once said that we are all tied in a single garment of destiny, and that what affects one of us directly affects all of us indirectly.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41939,"So when there is racism in the criminal justice system, then we need to fix it.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41940,"And to me that means sentencing reform, like the First Step Act, and extending that to the states with the Second Step Act.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41941,It means equal opportunity.,Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41942,"Because if we don't pass Representative Clyburn's bill out of South Carolina here to invest in impoverished communities, we're never going to get to that single garment of destiny.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41943,"And we also need to do something about child care, about making sure we increase the minimum wage.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41944,"And then, finally, voting.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41945,"While we are all sitting here debating, Wisconsin has kicked hundreds of thousands of people off of their voting rolls.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41946,"Georgia kicked 100,000 off.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41947,"As president, I will get voting rights to be a reality for everyone.",Amy,Klobuchar,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41948,"Senator Warren, I'm coming to you.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41949,I want to direct this question to you because you -- because Mayor Bloomberg has said he got in this race late because he doesn't believe that any of you on stage can beat Donald Trump.,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41950,"You said Mayor Bloomberg is not the safest candidate, he is the riskiest candidate.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41951,What did you mean by that?,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41952,I mean that Mayor Bloomberg -- let's think of it this way.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41953,"We're here in Charleston, and you know who is going to be in Charleston later this week is Donald Trump.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41954,"He's going to be here to raise money for his buddy Senator Lindsey Graham, who funded Lindsey Graham's campaign for re-election last time?",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41955,It was Mayor Bloomberg.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41956,And that's not the only right-wing senator that Mayor Bloomberg has funded.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41957,"In 2016, he dumped $12 million into the Pennsylvania Senate race to help re-elect an anti-choice, right-wing Republican senator.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41958,"And I just want to say, the woman challenger was terrific.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41959,She lost by a single point.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41960,"In 2012, he scooped in to try to defend another Republican senator against a woman challenger.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41961,That was me.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41962,"It didn't work, but he tried hard.",Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41963,I don't care how much money Mayor Bloomberg has.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41964,The core of the Democratic Party will never trust him.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41965,He has not earned their trust.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41966,I will.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41967,And the fact that he cannot earn the trust of core of the Democratic Party means he is the riskiest candidate standing on this stage.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41968,"All right, Senator Warren, thank you.",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41969,"Mayor Bloomberg, would you like to respond?",Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41970,Mayor Bloomberg?,Gayle,King,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41971,I have been training for this job since I stepped on the pile that was still smoldering on 9/11.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41972,I know what to do.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41973,I've shown I know how to run a country.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41974,I've run the city which is almost the same size -- bigger than most countries in the world.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41975,I am not the -- I'm the one choice that makes some sense.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41976,I have the experience.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41977,I have the resources.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41978,And I have the record.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41979,And all those sideshows that the senator wants to bring up have nothing to do with that.,Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41980,"When people hired me to run New York City three times, in an overwhelmingly Democratic, progressive city, they elected me again and again.",Michael,Bloomberg,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41981,Mr. Vice President?,Norah,O'Donnell,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41982,I was mentioned in this.,Elizabeth,Warren,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
41983,No...,Joe,Biden,1st 2020 Democratic Party Primary Debate (B),"June 27, 2019, 9 p.m. ET"
