id,text,first_name,last_name,title,time
48838,And then President Trump would be running saying that he had been acquitted by the United States Congress.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48839,I believe we have a moral obligation to beat Donald Trump.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48840,He has to be a single-term president.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48841,And we can't do anything that plays into our -- his hands.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48842,We were talking earlier about -- about climate up here.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48843,It's so important.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48844,Donald Trump should be the last climate denier that's ever in the White House.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48845,"Senator Bennet, thank you very much.",Don,Lemon,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48846,"Secretary Castro, please respond.",Don,Lemon,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48847,But we need to be smart about how we're running or we're going to give him a second term.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48848,We can't do it.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48849,"Secretary, please, your turn.",Don,Lemon,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48850,"Well, let me first say that I really do believe that we can walk and chew gum at the same time.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48851,All of us have a vision for the future of the country that we're articulating to the American people.,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48852,We're going to continue to do that.,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48853,We have an election coming up.,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48854,"At the same time, Senator, you know, I think that too many folks in the Senate and in the Congress have been spooked by 1998.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48855,I believe that the times are different.,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48856,"And in fact, I think that folks are making a mistake by not pursuing impeachment.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48857,The Mueller Report clearly details that he deserves it.,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48858,"And what's going to happen in the fall of next year, of 2020, if they don't impeach him, is he's going to say, \""You see?",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48859,You see?,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48860,"The Democrats didn't go after me on impeachment, and you know why?",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48861,"Because I didn't do anything wrong.\""",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48862,"These folks that always investigate me, they're always trying to go after me.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48863,"When it came down to it, they didn't go after me there because I didn't do anything wrong.\""",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48864,"Conversely, if Mitch McConnell is the one that lets him off the hook, we're going to be able to say...",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48865,Secretary...,Don,Lemon,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48866,"\""Well, sure, they impeached him in the House, but his friend, Mitch McConnell, Moscow Mitch, let him off the hook.\""",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48867,"Senator Bennet, please respond.",Don,Lemon,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48868,I -- I don't disagree with that.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48869,You just said it better than I did.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48870,We have to walk and chew gum at the same time.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48871,It is incredibly unusual for members of Congress to be able to do that.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48872,And I'm glad that Secretary Castro has the ambition...,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48873,"Well, my brother can.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48874,He's here tonight.,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48875,"Ah, that's what I was going to say.",Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48876,It's your brother that's given you that good feeling about the Congress.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48877,That's what we should do.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48878,"Thank you, Senator.",Don,Lemon,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48879,"Thank you, gentlemen.",Don,Lemon,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48880,"The debate continues, right after this.",Don,Lemon,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48881,Welcome back to the CNN Democratic presidential debate.,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48882,It is time now for closing statements.,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48883,You will each receive one minute.,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48884,"Mayor de Blasio, let's begin with you.",Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48885,Thank you.,Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48886,"For the last three years, we've watched Donald Trump pit working people against each other, black versus white, citizen versus immigrant.",Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48887,And why?,Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48888,So that the wealthy and the powerful he represents can hold the American dream hostage from everyone else.,Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48889,We can't let them get away with it.,Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48890,"If we're going to beat Donald Trump, this has to be a party that stands for something.",Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48891,This has to be the party of labor unions.,Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48892,This has to be the party of universal healthcare.,Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48893,This has to be the party that's not afraid to say out loud we're going to tax the hell out of the wealthy.,Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48894,"And when we do that, Donald Trump right on cue will call us socialists.",Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48895,"Well, here's what I'll say to him.",Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48896,"Donald, you're the real socialist.",Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48897,"The problem is, it's socialism for the rich.",Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48898,"We, here in this country, we don't have to take that anymore.",Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48899,We can fight back.,Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48900,"If you agree that we can stand up to Donald Trump and we can stand up to the wealthy, then go to taxthehell.com and join us, so we can build a country that puts working people first.",Bill,de Blasio,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48901,Senator Bennet?,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48902,Thank you.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48903,Thank you very much.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48904,"What I want to say to all of you tonight is, we have been here before as a country.",Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48905,"We have faced challenges that we've -- we actually even forget some of us tonight how hard the people fought, how hard they worked, how hard they organized, the votes they had to take, the people they had to get to the polls to make this country more democratic, more fair, and more free.",Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48906,"And now we have a person in the White House who has no appreciation of that history, who doesn't believe in the rule of law, who doesn't believe in the independence of the judiciary, who doesn't believe that climate change is real.",Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48907,"I think that we have an incredible opportunity in front of us, all of us, to come together just as our parents and grandparents did before them, and face challenges even harder than the ones that we face, but the only way we're going to be able to do it is to put the divisive politics of Donald Trump behind us and the divisive politics of the last 10 years behind us.",Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48908,"We need to come together united against a broken Washington, make Donald Trump a one-term president, and begin to govern this country again for our kids and our grandkids who cannot do it for themselves.",Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48909,We have to do it for them.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48910,Please join me at michaelbennet.com.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48911,Thanks for being here tonight.,Michael,Bennet,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48912,Governor Inslee?,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48913,"For decades, we have kicked the can down the road on climate change.",Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48914,"And now under Donald Trump, we face a looming catastrophe.",Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48915,But it is not too late.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48916,We have one last chance.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48917,"And when you have one chance in life, you take it.",Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48918,Think about this: Literally the survival of humanity on this planet and civilization as we know it is in the hands of the next president.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48919,And we have to have a leader who will do what is necessary to save us.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48920,And that includes making this the top priority of the next presidency.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48921,"And I alone on this panel am making a commitment that this will be the organizing principle of my administration not the first day, but every day.",Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48922,"And if you share my view of the urgency of this matter, I hope you'll join me, because we are up against powerful special fossil fuel interests.",Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48923,And it is time to stand up on our legs and confront the fossil fuel special interests.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48924,"Because that is our salvation, what it depends upon.",Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48925,So I hope you will consider going to jayinslee.com and joining this effort.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48926,"And I will close with this: I am confident and optimistic tonight, even in the face of this difficulty, because I know we can build a clean energy economy, I know we can save our children and our grandchildren.",Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48927,I know that we can defeat climate change and we will defeat Donald Trump.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48928,This is our moral responsibility.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48929,And we will fulfill it.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48930,Thank you very much.,Jay,Inslee,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48931,Senator Gillibrand?,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48932,"Donald trump has really torn apart the moral fabric of this country, dividing us on every racial line, every religious line, every socioeconomic line he can find.",Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48933,"I'm running for president because I want to help people, and I actually have the experience and the ability to do that.",Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48934,I've brought Congress together and actually made a difference in people's lives.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48935,I also know how to beat Donald Trump.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48936,He has broken his promises to the American people.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48937,"I've taken this fight directly to his backyard in Michigan and Ohio and in Pennsylvania, and I'll go to all the places in this country.",Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48938,I will fight for your family.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48939,"It doesn't matter who you are, it doesn't matter where you live, it doesn't matter who you love.",Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48940,Because that's my responsibility.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48941,And I've done this before.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48942,I started out in a 2-to-1 Republican district.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48943,I won it twice.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48944,I've never lost an election since.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48945,"And I not only bring people together electorally, but also legislatively.",Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48946,I get things done.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48947,"So we need a president who's not afraid of the big challenges, of the big fights.",Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48948,There is no false choice.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48949,We don't need a liberal or progressive with big ideas or we don't need a moderate who can win back Trump-Obama voters.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48950,You need someone who can do both.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48951,And that's who I am.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48952,Please go to kirstengillibrand.com so I can make the next debate stage.,Kirsten,Gillibrand,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48953,Congresswoman Gabbard?,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48954,Thank you.,Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48955,"Now, Donald Trump and warmongering politicians in Washington have failed us.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48956,"They continue to escalate tensions with other nuclear-armed countries like Russia and China and North Korea, starting a new Cold War, pushing us closer and closer to the brink of nuclear catastrophe.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48957,"Now, as we stand here tonight, there are thousands of nuclear missiles pointed at us.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48958,"And if we were to get an attack right here tonight, we would have 30 minutes, 30 minutes before we were hit.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48959,"And you would receive an alert like the one we received in Hawaii last year that would say, \""Incoming missile.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48960,Seek immediate shelter.,Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48961,This is not a drill.,Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48962,Seek immediate shelter.,Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48963,"This is not a drill.\""",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48964,"And you would see as we did, as my loved ones in Hawaii did, there is no shelter.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48965,This is the warmonger's hoax.,Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48966,There is no shelter.,Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48967,It's all a lie.,Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48968,"As president, I will end this insanity, because it doesn't have to be this way.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48969,"I will end these wasteful regime change wars, work to end this new Cold War through the use of diplomacy to de-escalate these tensions and take the trillions of dollars that we've been wasting on these wars and on these weapons and redirect those resources into serving the needs of our people right here at home, things like health care for all, making sure everyone in this country has clean water to drink and clean air to breathe, investing in education, investing in our infrastructure.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48970,The needs are great.,Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48971,"As your president, I will put your interests above all else.",Tulsi,Gabbard,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48972,Secretary Castro?,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48973,"Well, first of all, let me say thank you to you, Jake, Dana, and to Don, and to everybody here and to those watching.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48974,"You know, this election is all about what kind of nation we're going to become.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48975,"You and I, we stand on the shoulders of folks who have made beds and made sacrifices, people that fought in wars and fought discrimination, folks that picked crops and stood in picket lines, and they helped build the wonderful nation that we live in today.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48976,Donald Trump has not been bashful in his cruelty.,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48977,And I'm not going to be bashful in my common sense and compassion.,Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48978,"I believe that we need leadership that understands that we need to move forward as one nation, with one destiny.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48979,"Our destiny in the years to come is to be the smartest, the healthiest, the fairest and the most prosperous nation on Earth.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48980,"If you want to help me build that America for the future, I hope you'll go to juliancastro.com.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48981,"And on January 20th, 2021, we'll say together, Adios to Donald Trump.",Julian,Castro,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48982,Mr. Yang?,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48983,You know what the talking heads couldn't stop talking about after the last debate?,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48984,It's not the fact that I'm somehow number four on the stage in national polling.,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48985,It was the fact that I wasn't wearing a tie.,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48986,"Instead of talking about automation and our future, including the fact that we automated away 4 million manufacturing jobs, hundreds of thousands right here in Michigan, we're up here with makeup on our faces and our rehearsed attack lines, playing roles in this reality TV show.",Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48987,It's one reason why we elected a reality TV star as our president.,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48988,"We need to be laser-focused on solving the real challenges of today, like the fact that the most common jobs in America may not exist in a decade, or that most Americans cannot pay their bills.",Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48989,"My flagship proposal, the freedom dividend, would put $1,000 a month into the hands of every American adult.",Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48990,It would be a game-changer for millions of American families.,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48991,"If you care more about your family and your kids than my neckwear, enter your zip code at yang2020.com and see what $1,000 a month would mean to your community.",Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48992,I have done the math.,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48993,It's not left; it's not right.,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48994,It's forward.,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48995,And that is how we're going to beat Donald Trump in 2020.,Andrew,Yang,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48996,Senator Booker?,Jake,Tapper,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48997,Thank you.,Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48998,"First, I just want to give a lot of thanks to the city of Detroit.",Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
48999,"They're hosting us today, and one of the reasons I respect this city is because it has the kind of defiant love that I find in many American cities, including the city of Newark.",Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49000,"And Detroit is turning around and Newark is turning around because we let no one divide us, no one demean or degrade us or underestimate or worth.",Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49001,We pulled together and fought for common purpose and common cause.,Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49002,That's the history of this city.,Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49003,"My mom is sitting there who was born in the city of Detroit, born to a guy...",Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49004,"... that was a UAW worker, my grandfather, who pulled his family out of poverty in the Depression.",Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49005,My grandmother joined him.,Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49006,"She was really entrepreneurial, opened a pool hall and a laundromat right here in this city.",Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49007,That is the American dream.,Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49008,And so many of us have stories like that.,Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49009,But the dream of this country is under threat right now.,Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49010,"While, my mom's generation, 80 -- 95% of baby boomers did better than their parents.",Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
49011,It's now just a coin toss for millennials.,Cory,Booker,2nd 2020 Democratic Party Primary Debate (A),"Jul 30, 2019, 8 p.m. ET"
